"id","Company","TypeName","Inches","resolution_width","resolution_height","touchscreen","cpu_brand","cpu_name","cpu_speed","ram","secondar_storage","primary_storage","memory_type","gpu_brand","gpu_name","OpSys","weight","Price"
15,"Lenovo","Notebook",14.0,1920,1080,0,"Intel","Core i7",2.7,8,"0","256","SSD","Intel"," HD Graphics 620","windows",1.6,78854.0
16,"Asus","Ultrabook",15.6,1920,1080,0,"Intel","Core i7",1.8,16,"1024","256","Hybrid","Nvidia"," GeForce MX150","windows",1.5,67239.0
17,"Dell","Workstation",15.6,3840,2160,0,"Intel","Xeon E3-1505M",3.0,16,"1024","256","Hybrid","Nvidia"," Quadro M1200","windows",2.8,162770.0
18,"Lenovo","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,16,"0","512","SSD","Nvidia"," GeForce GTX 1060","N/A",2.4,74485.0
19,"Dell","Notebook",15.6,1366,768,1,"Intel","Core i3",2.4,6,"0","1024","HDD","Intel"," HD Graphics 620","windows",2.3,23390.0
20,"Dell","Ultrabook",13.3,3840,2160,1,"Intel","Core i7",1.8,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",1.2,103843.0
21,"Dell","Ultrabook",13.3,1920,1080,0,"Intel","Core i7",1.8,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",0.0,77203.0
22,"Acer","Notebook",15.6,1920,1080,0,"Intel","Core i7",2.8,8,"0","1024","HDD","Nvidia"," GeForce GTX 1050","linux",2.4,41505.0
23,"Asus","Gaming",17.3,1920,1080,0,"Intel","Core i7",2.8,16,"1024","256","Hybrid","Nvidia"," GeForce GTX 1050","windows",2.9,74965.0
24,"HP","Notebook",15.6,1920,1080,0,"Intel","Core i3",2.0,4,"0","500","HDD","Intel"," HD Graphics 520","N/A",2.1,18595.0
25,"Lenovo","Notebook",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"0","256","SSD","Intel"," HD Graphics 620","N/A",2.2,29251.0
26,"Dell","Ultrabook",13.3,3200,1800,1,"Intel","Core i7",2.4,8,"0","256","SSD","Intel"," Iris Plus Graphics 640","windows",1.2,73473.0
27,"Huawei","Ultrabook",13.0,2160,1440,0,"Intel","Core i7",2.7,8,"0","512","SSD","Intel"," HD Graphics 620","windows",1.1,79867.0
28,"Lenovo","2 in 1 Convertible",13.3,1920,1080,1,"Intel","Core i5",2.5,8,"0","256","SSD","Intel"," HD Graphics 620","windows",1.4,74539.0
29,"Dell","Ultrabook",13.3,1920,1080,0,"Intel","Core i7",1.8,8,"0","256","SSD","AMD"," Radeon 530","windows",1.4,49651.0
30,"HP","Notebook",14.0,1366,768,0,"Intel","Core i5",1.6,4,"0","500","HDD","Intel"," UHD Graphics 620","windows",1.6,38468.0
31,"Lenovo","Notebook",17.3,1600,900,0,"Intel","Core i5",2.5,8,"0","1024","HDD","Nvidia"," GeForce GTX 940MX","N/A",2.8,31382.0
32,"Dell","Ultrabook",13.3,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",1.2,86793.0
33,"HP","Notebook",14.0,1920,1080,0,"Intel","Core i7",1.8,8,"0","256","SSD","Nvidia"," GeForce 930MX","windows",1.6,54932.0
34,"HP","Notebook",14.0,1920,1080,0,"Intel","Core i7",1.8,8,"0","512","SSD","Intel"," UHD Graphics 620","windows",1.6,57756.0
35,"Dell","Ultrabook",14.0,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",1.6,61219.0
36,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i7",1.8,8,"1024","256","Hybrid","Nvidia"," GeForce 940MX","windows",2.2,60224.0
37,"Lenovo","Notebook",15.6,1366,768,0,"Intel","Core i5",2.5,8,"0","2048","HDD","Nvidia"," GeForce 940MX","N/A",2.2,29251.0
38,"Dell","2 in 1 Convertible",13.3,1920,1080,1,"Intel","Core i7",1.8,16,"0","512","SSD","Intel"," UHD Graphics 620","windows",1.6,68145.0
39,"Asus","Notebook",17.3,1920,1080,0,"Intel","Core i3",2.0,4,"0","1024","HDD","Nvidia"," GeForce 920MX","windows",2.0,30050.0
40,"Asus","Notebook",15.6,1920,1080,0,"Intel","Core i7",1.8,8,"0","256","SSD","Nvidia"," GeForce 940MX","windows",1.7,59567.0
41,"Acer","Notebook",15.6,1920,1080,1,"Intel","Core i3",2.4,6,"0","1024","HDD","Intel"," HD Graphics 620","windows",2.1,25521.0
42,"MSI","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,16,"2048","256","Hybrid","Nvidia"," GeForce GTX 1070","windows",1.8,119427.0
43,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","AMD"," Radeon 520","linux",2.2,36089.0
44,"Lenovo","Notebook",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"0","256","SSD","Nvidia"," GeForce 940MX","N/A",2.2,33513.0
45,"HP","Notebook",17.3,1920,1080,0,"Intel","Core i7",1.8,16,"0","512","SSD","Nvidia"," GeForce 930MX ","windows",2.5,67719.0
46,"Lenovo","2 in 1 Convertible",14.0,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",1.7,47899.0
47,"Acer","Notebook",15.6,1366,768,0,"AMD","A9-Series 9420",3.0,4,"0","256","SSD","AMD"," Radeon R5","windows",2.1,24029.0
48,"Toshiba","Ultrabook",13.3,1920,1080,0,"Intel","Core i7",2.5,8,"0","256","SSD","Intel"," HD Graphics 520","windows",1.2,72621.0
49,"Asus","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,8,"1024","128","Hybrid","Nvidia"," GeForce GTX 1050 Ti","windows",2.5,67399.0
50,"HP","Notebook",14.0,1920,1080,0,"Intel","Core i5",1.6,8,"0","1024","HDD","Intel"," UHD Graphics 620","windows",1.6,43263.0
51,"Lenovo","Notebook",15.6,1366,768,0,"Intel","Pentium Quad",1.1,4,"0","1024","HDD","Intel"," HD Graphics 505","N/A",2.2,19180.0
52,"HP","Notebook",15.6,1920,1080,0,"Intel","Core i5",1.6,8,"0","1024","HDD","Intel"," UHD Graphics 620","windows",2.1,42304.0
53,"Asus","Notebook",14.0,1366,768,0,"AMD","E-Series 6110",1.5,4,"0","64","SSD","AMD"," Radeon R2","windows",1.7,14811.0
54,"Dell","Gaming",17.3,1920,1080,0,"Intel","Core i7",2.8,16,"1024","256","Hybrid","Nvidia"," GeForce GTX 1060","windows",4.4,130874.0
55,"Dell","Notebook",17.3,1920,1080,0,"Intel","Core i7",1.8,16,"2048","256","Hybrid","AMD"," Radeon 530","windows",2.8,74379.0
56,"HP","2 in 1 Convertible",13.3,1920,1080,1,"Intel","Core i7",2.8,16,"0","256","SSD","Intel"," HD Graphics 620","windows",1.3,105228.0
57,"Acer","Notebook",15.6,1920,1080,0,"Intel","Core i7",2.7,8,"0","256","SSD","Nvidia"," GeForce 940MX","windows",2.2,44329.0
58,"HP","Notebook",17.3,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",2.5,49444.0
59,"Dell","Notebook",15.6,1920,1080,1,"Intel","Core i7",2.7,16,"0","1024","HDD","AMD"," Radeon R7 M445","windows",2.3,45768.0
60,"Dell","Notebook",15.6,1366,768,0,"Intel","Core i5",2.5,8,"0","1024","HDD","AMD"," Radeon R7 M445","windows",2.4,34045.0
61,"Toshiba","Notebook",15.6,1920,1080,0,"Intel","Core i7",2.5,8,"0","256","SSD","Nvidia"," GeForce 930M","windows",2.2,55571.0
62,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i3",2.0,4,"0","1024","HDD","AMD"," Radeon R5 M430","windows",2.2,23923.0
63,"Lenovo","Notebook",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"1024","128","Hybrid","Nvidia"," GeForce 940MX","windows",2.3,43636.0
64,"Asus","Notebook",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"0","256","SSD","Nvidia"," GeForce 920MX ","windows",2.0,40972.0
65,"Asus","Notebook",17.3,1920,1080,0,"Intel","Core i5",2.5,8,"500","256","Hybrid","Nvidia"," GeForce GTX 950M","windows",2.7,47472.0
66,"HP","Notebook",15.6,1920,1080,0,"Intel","Core i3",2.0,4,"0","1024","HDD","Intel"," HD Graphics 520","windows",1.9,24988.0
67,"Acer","Ultrabook",14.0,1920,1080,0,"Intel","Core i7",1.8,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",1.6,47100.0
68,"Lenovo","Notebook",13.3,1920,1080,0,"Intel","Core i5",2.5,8,"0","256","SSD","Intel"," HD Graphics 620","windows",1.1,53227.0
69,"HP","Notebook",15.6,1920,1080,0,"Intel","Core i7",2.7,8,"0","1024","HDD","AMD"," FirePro W4190M ","windows",1.9,67612.0
70,"Asus","Notebook",15.6,1366,768,0,"Intel","Core i3",2.4,4,"0","1024","HDD","Intel"," HD Graphics 620","windows",2.4,21258.0
71,"Acer","Notebook",15.6,1920,1080,0,"Intel","Core i3",2.7,4,"0","256","SSD","Nvidia"," GeForce MX130","windows",7.2,30476.0
72,"HP","Notebook",15.6,1366,768,0,"AMD","E-Series 9000e",1.5,4,"0","500","HDD","AMD"," Radeon R2","windows",2.1,17582.0
73,"HP","Notebook",15.6,1366,768,0,"Intel","Core i7",2.7,8,"0","1024","HDD","Intel"," HD Graphics 620","windows",2.1,31861.0
74,"HP","Notebook",14.0,1920,1080,0,"Intel","Core i7",1.8,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",1.6,52641.0
75,"Lenovo","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,16,"1024","256","Hybrid","Nvidia"," GeForce GTX 1060","windows",3.2,79867.0
76,"Lenovo","Notebook",15.6,1366,768,0,"Intel","Celeron Dual",1.1,4,"0","1024","HDD","Intel"," HD Graphics 500","N/A",1.9,13446.0
77,"Dell","Notebook",14.0,1920,1080,0,"Intel","Core i5",2.5,8,"0","256","SSD","Intel"," HD Graphics 620","windows",1.6,45768.0
78,"Acer","2 in 1 Convertible",13.3,1920,1080,1,"Intel","Core i5",2.3,8,"0","256","SSD","Intel"," HD Graphics 520","windows",1.6,36710.0
79,"Asus","Gaming",17.3,1920,1080,0,"Intel","Core i5",2.5,8,"1024","128","Hybrid","Nvidia"," GeForce GTX 1050","windows",3.0,49977.0
80,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i7",2.7,16,"0","256","SSD","AMD"," Radeon R7 M445","linux",2.4,47899.0
81,"Lenovo","Notebook",15.6,1920,1080,0,"Intel","Core i5",2.5,4,"0","1024","HDD","Nvidia"," GeForce 920MX","N/A",2.2,26587.0
82,"HP","Notebook",13.3,1920,1080,0,"Intel","Core i5",2.5,4,"0","256","SSD","Intel"," HD Graphics 620","windows",1.3,37243.0
83,"Acer","Notebook",15.6,1366,768,0,"Intel","Core i3",2.0,4,"0","1024","HDD","Intel"," HD Graphics 520","linux",2.1,20779.0
84,"Acer","Notebook",17.3,1920,1080,0,"Intel","Core i3",2.7,4,"0","1024","HDD","Nvidia"," GeForce MX130","windows",3.0,34898.0
85,"Asus","Notebook",15.6,1920,1080,0,"AMD","A10-Series A10-9620P",2.5,4,"1024","128","Hybrid","AMD"," Radeon R5 M430","windows",2.2,30636.0
86,"Lenovo","Notebook",14.0,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","AMD"," Radeon RX 550","windows",1.8,59462.0
87,"Asus","Gaming",17.3,1920,1080,0,"Intel","Core i7",2.9,32,"1024","512","Hybrid","Nvidia"," GeForce GTX 1080","windows",4.7,207259.0
88,"Lenovo","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,8,"0","256","SSD","Nvidia"," GeForce GTX 1050M","N/A",2.4,46300.0
89,"Acer","Gaming",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"0","256","SSD","Nvidia"," GeForce GTX 1050","windows",2.5,45075.0
90,"Toshiba","Notebook",15.6,1366,768,0,"Intel","Core i5",2.3,4,"0","500","HDD","Intel"," HD Graphics 520","windows",2.1,32075.0
91,"Lenovo","Notebook",15.6,1366,768,0,"Intel","Core i3",2.0,8,"0","128","SSD","Intel"," HD Graphics 520","windows",7.2,31382.0
92,"HP","Notebook",15.6,1366,768,0,"AMD","A6-Series 9220",2.5,4,"0","256","SSD","AMD"," Radeon R4 Graphics","windows",1.9,19660.0
93,"Asus","Ultrabook",14.0,1920,1080,0,"Intel","Core i7",1.8,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",1.3,58555.0
94,"HP","Ultrabook",12.5,3840,2160,1,"Intel","Core M",1.2,8,"0","512","SSD","Intel"," HD Graphics 515","windows",1.0,107306.0
95,"Asus","Notebook",17.3,1920,1080,0,"Intel","Core i7",1.8,8,"1024","128","Hybrid","Nvidia"," GeForce 150MX","windows",2.1,61006.0
96,"Asus","Notebook",15.6,1920,1080,0,"Intel","Celeron Dual",1.1,4,"0","1024","HDD","Intel"," HD Graphics 500","windows",2.0,18328.0
97,"Asus","Notebook",17.3,1920,1080,0,"Intel","Core i7",2.7,8,"1024","128","Hybrid","Nvidia"," GeForce GTX 950M","N/A",2.7,47366.0
98,"Acer","Notebook",15.6,1366,768,0,"Intel","Core i3",2.0,4,"0","1024","HDD","Intel"," HD Graphics 520","windows",2.1,23816.0
99,"Dell","Gaming",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"0","256","SSD","Nvidia"," GeForce GTX 1050","windows",2.6,46833.0
100,"Lenovo","2 in 1 Convertible",13.9,1920,1080,1,"Intel","Core i7",2.7,8,"0","256","SSD","Intel"," HD Graphics 620","windows",1.4,57489.0
101,"Dell","Ultrabook",13.3,3840,2160,1,"Intel","Core i7",1.8,16,"0","1024","SSD","Intel"," UHD Graphics 620","windows",1.2,133147.0
102,"Dell","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,16,"0","512","SSD","Nvidia"," GeForce GTX 1050","windows",2.6,66561.0
103,"Asus","Ultrabook",14.0,1920,1080,0,"Intel","Core i7",1.8,16,"0","512","SSD","Nvidia"," GeForce MX150","windows",1.3,79654.0
104,"MSI","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,16,"1024","256","Hybrid","Nvidia"," GeForce GTX 1070","windows",2.8,111835.0
105,"Acer","Notebook",15.6,1920,1080,0,"AMD","A8-Series 7410",2.2,8,"0","256","SSD","AMD"," Radeon R5","windows",2.2,24988.0
106,"Dell","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,8,"0","1024","Hybrid","Nvidia"," GeForce GTX 1050","windows",2.6,47899.0
107,"Asus","2 in 1 Convertible",11.6,1366,768,1,"Intel","Celeron Dual",1.1,2,"0","32","Flash Storage","Intel"," HD Graphics 500","windows",1.1,14652.0
108,"Lenovo","Notebook",15.6,1366,768,0,"Intel","Core i5",2.5,4,"0","128","SSD","Intel"," HD Graphics 620","windows",1.9,26533.0
109,"MSI","Gaming",17.3,1920,1080,0,"Intel","Core i7",2.8,16,"1024","256","Hybrid","Nvidia"," GeForce GTX 1060","windows",2.8,100699.0
110,"Acer","Ultrabook",14.0,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",1.6,41026.0
111,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i7",1.8,8,"2048","128","Hybrid","AMD"," Radeon 530","windows",2.2,52481.0
112,"HP","Notebook",15.6,1366,768,0,"Intel","Core i5",2.5,4,"0","500","HDD","Intel"," HD Graphics 620","N/A",1.9,20987.0
113,"HP","Notebook",15.6,1366,768,1,"Intel","Core i5",2.5,8,"0","1024","HDD","Intel"," HD Graphics 620","windows",2.0,29784.0
114,"HP","Notebook",15.6,1920,1080,0,"Intel","Core i3",2.0,4,"0","500","HDD","Intel"," HD Graphics 520","N/A",1.9,18381.0
115,"Asus","Gaming",17.3,1920,1080,0,"Intel","Core i7",2.9,16,"0","256","SSD","Nvidia"," GeForce GTX 1080","windows",3.6,159787.0
116,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i5",1.6,8,"1024","128","Hybrid","AMD"," Radeon 530","windows",2.3,44968.0
117,"HP","Notebook",13.3,1920,1080,0,"Intel","Core i5",1.6,4,"0","500","HDD","Intel"," UHD Graphics 620","windows",1.5,35964.0
118,"Apple","Ultrabook",15.4,2880,1800,0,"Intel","Core i7",2.8,16,"0","256","SSD","AMD"," Radeon Pro 555","macos",1.8,130002.0
119,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i3",2.0,4,"0","256","SSD","AMD"," Radeon R5 M430","windows",2.2,26581.0
120,"Apple","Ultrabook",13.3,2560,1600,0,"Intel","Core i5",3.1,8,"0","512","SSD","Intel"," Iris Plus Graphics 650","macos",1.4,108691.0
121,"HP","2 in 1 Convertible",13.3,3840,2160,1,"Intel","Core i7",1.8,16,"0","1024","SSD","Intel"," UHD Graphics 620","windows",1.3,130483.0
122,"Apple","Ultrabook",12.0,2304,1440,0,"Intel","Core M",1.2,8,"0","256","SSD","Intel"," HD Graphics 615","macos",0.9,67261.0
123,"Apple","Ultrabook",13.3,2560,1600,0,"Intel","Core i5",2.3,8,"0","256","SSD","Intel"," Iris Plus Graphics 640","macos",1.4,80908.0
124,"Lenovo","Notebook",13.3,1366,768,0,"Intel","Celeron Dual",1.6,4,"0","16","Flash Storage","Intel"," HD Graphics 510","other",1.5,24503.0
125,"HP","Notebook",14.0,1920,1080,0,"Intel","Core i5",2.5,8,"0","256","SSD","Intel"," HD Graphics 620","windows",2.0,52214.0
126,"Dell","2 in 1 Convertible",15.6,1920,1080,1,"Intel","Core i7",1.8,8,"0","1024","HDD","Intel"," UHD Graphics 620","windows",2.1,43636.0
127,"Asus","Gaming",17.3,1920,1080,0,"Intel","Core i7",2.8,16,"1024","256","Hybrid","Nvidia"," GeForce GTX 980M","windows",4.3,95851.0
128,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i7",2.7,8,"0","256","SSD","AMD"," Radeon R5 M430","windows",2.2,39694.0
129,"Asus","Notebook",15.6,1366,768,0,"AMD","A9-Series 9420",3.0,4,"0","1024","HDD","AMD"," Radeon R5 M420","windows",1.7,24988.0
130,"Apple","Ultrabook",15.4,2880,1800,0,"Intel","Core i7",2.9,16,"0","512","SSD","AMD"," Radeon Pro 560","macos",1.8,152274.0
131,"Acer","Notebook",11.6,1366,768,0,"Intel","Pentium Quad",1.6,4,"0","128","Flash Storage","Intel"," HD Graphics 405","windows",1.4,25841.0
132,"HP","Notebook",14.0,1920,1080,0,"Intel","Core i7",2.7,8,"0","256","SSD","Intel"," HD Graphics 620","windows",1.5,68838.0
133,"Lenovo","Notebook",15.6,1920,1080,0,"Intel","Core i3",2.4,8,"0","1024","HDD","Nvidia"," GeForce 940MX","N/A",2.2,26587.0
134,"Dell","Ultrabook",13.3,1920,1080,1,"Intel","Core i5",1.6,8,"0","128","SSD","Intel"," UHD Graphics 620","windows",1.2,52161.0
135,"Lenovo","Gaming",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"1024","128","Hybrid","Nvidia"," GeForce GTX 1050","windows",2.5,53227.0
136,"HP","Notebook",15.6,1366,768,0,"AMD","E-Series E2-9000e",1.5,4,"0","500","HDD","AMD"," Radeon R2","N/A",1.9,13746.0
137,"Lenovo","Notebook",17.3,1600,900,0,"Intel","Core i5",2.5,4,"0","1024","HDD","Nvidia"," GeForce 920MX","windows",2.8,31382.0
138,"Asus","Notebook",14.0,1920,1080,0,"Intel","Core i7",2.7,8,"0","256","SSD","Intel"," HD Graphics 620","windows",2.0,58288.0
139,"Dell","2 in 1 Convertible",13.3,1920,1080,1,"Intel","Core i5",1.6,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",1.6,43636.0
140,"HP","Ultrabook",14.0,1920,1080,0,"Intel","Core i5",2.7,4,"0","256","SSD","Intel"," HD Graphics 620","windows",1.5,57649.0
141,"HP","Ultrabook",15.6,1920,1080,0,"Intel","Core i7",1.8,8,"0","256","SSD","Intel"," HD Graphics 620","windows",1.9,35112.0
142,"HP","Notebook",15.6,1366,768,0,"Intel","Core i7",1.8,8,"0","1024","HDD","Intel"," UHD Graphics 620","windows",2.1,48059.0
143,"Acer","Notebook",15.6,1366,768,0,"AMD","A12-Series 9720P",2.7,8,"0","256","SSD","AMD"," Radeon RX 540","windows",2.2,35112.0
144,"Dell","Notebook",15.6,1366,768,0,"Intel","Core i3",2.0,4,"0","1024","HDD","Intel"," HD Graphics 520","windows",2.3,22305.0
145,"HP","Notebook",15.6,1920,1080,0,"Intel","Core i5",1.6,6,"0","256","SSD","AMD"," Radeon 520","windows",1.9,32980.0
146,"Apple","Ultrabook",13.3,1440,900,0,"Intel","Core i5",1.6,8,"0","128","Flash Storage","Intel"," HD Graphics 6000","macos",1.4,58555.0
147,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","AMD"," Radeon 530","windows",2.2,42624.0
148,"Lenovo","2 in 1 Convertible",14.0,1920,1080,1,"Intel","Core i3",2.4,4,"0","256","SSD","Intel"," HD Graphics 620","windows",1.7,33513.0
149,"Lenovo","Notebook",14.0,1366,768,0,"Intel","Celeron Dual",1.1,4,"0","32","Flash Storage","Intel"," HD Graphics 500","windows",1.4,15558.0
150,"Asus","2 in 1 Convertible",13.3,1920,1080,1,"Intel","Core i5",1.6,8,"0","256","SSD","Intel"," HD Graphics 620","windows",1.1,70063.0
151,"Acer","Notebook",15.6,1366,768,0,"Intel","Core i5",2.5,6,"0","1024","HDD","Intel"," HD Graphics 620","windows",8.2,29251.0
152,"Dell","Ultrabook",15.6,1920,1080,0,"Intel","Core i7",1.9,8,"256","256","SSD","Intel"," UHD Graphics 620","windows",1.9,69157.0
153,"Dell","2 in 1 Convertible",15.6,1920,1080,1,"Intel","Core i7",1.8,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",1.6,55891.0
154,"HP","Notebook",17.3,1920,1080,0,"Intel","Core i5",1.6,8,"0","1024","HDD","Nvidia"," GeForce 930MX","windows",2.5,47739.0
155,"Asus","Ultrabook",15.6,1920,1080,0,"Intel","Core i7",2.7,8,"0","256","SSD","Nvidia"," GeForce 940MX","windows",1.7,55939.0
156,"Chuwi","Notebook",15.6,1920,1080,0,"Intel","Atom x5-Z8300",1.4,4,"0","64","Flash Storage","Intel"," HD Graphics","windows",1.9,13053.0
157,"Toshiba","Notebook",15.6,1366,768,0,"Intel","Core i3",2.2,4,"0","500","HDD","Intel"," HD Graphics 520","windows",2.1,23816.0
158,"Asus","Notebook",14.0,1366,768,0,"AMD","E-Series E2-6110",1.5,2,"0","32","Flash Storage","AMD"," Radeon R2","windows",1.7,10603.0
159,"HP","Ultrabook",12.5,1920,1080,0,"Intel","Core i7",2.7,8,"0","256","SSD","Intel"," HD Graphics 620","windows",1.3,71129.0
160,"Dell","Notebook",15.6,3840,2160,1,"Intel","Core i7",2.8,32,"0","1024","SSD","Nvidia"," GeForce GTX 1050","windows",2.1,140606.0
161,"HP","Notebook",17.3,1920,1080,0,"AMD","A6-Series 9220",2.5,4,"0","500","HDD","AMD"," Radeon 530","windows",2.7,23390.0
162,"Asus","Notebook",15.6,1366,768,0,"AMD","A9-Series 9420",3.0,4,"0","1024","HDD","AMD"," Radeon R5 M420","windows",2.0,21472.0
163,"Acer","Notebook",17.3,1920,1080,0,"Intel","Core i5",1.6,4,"0","256","SSD","Nvidia"," GeForce MX150","windows",3.0,42890.0
164,"Dell","Ultrabook",13.3,3200,1800,1,"Intel","Core i7",1.8,16,"0","512","SSD","Intel"," UHD Graphics 620","windows",1.2,99580.0
165,"Apple","Ultrabook",13.3,1440,900,0,"Intel","Core i5",1.6,8,"0","256","Flash Storage","Intel"," HD Graphics 6000","macos",1.4,53173.0
166,"MSI","Gaming",17.3,1920,1080,0,"Intel","Core i7",2.8,8,"1024","256","Hybrid","Nvidia"," GeForce GTX 1050 Ti","windows",2.7,63883.0
167,"Lenovo","Notebook",14.0,1366,768,0,"Intel","Celeron Dual",1.1,4,"0","64","Flash Storage","Intel"," HD Graphics 500","windows",1.4,13267.0
168,"Acer","Notebook",15.6,1366,768,0,"Intel","Core i3",2.7,4,"0","1024","HDD","Intel"," HD Graphics 620","linux",2.1,19554.0
169,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","AMD"," Radeon 520","windows",2.1,38788.0
170,"Toshiba","Notebook",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"0","256","SSD","Intel"," HD Graphics 620","windows",2.0,50243.0
171,"Lenovo","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,16,"0","256","SSD","Nvidia"," GeForce GTX 1050 Ti","windows",2.5,57489.0
172,"Asus","Notebook",14.0,1920,1080,0,"Intel","Core i7",2.7,8,"1024","256","Hybrid","Intel"," HD Graphics 620","windows",2.0,71076.0
173,"Dell","Notebook",17.3,1920,1080,0,"Intel","Core i5",1.6,8,"1024","128","Hybrid","AMD"," Radeon 530","windows",2.8,52161.0
174,"Lenovo","Notebook",15.6,1920,1080,0,"Intel","Core i3",2.0,4,"0","1024","HDD","Intel"," HD Graphics 520","windows",1.9,23923.0
175,"HP","Notebook",15.6,1366,768,0,"Intel","Core i5",2.5,4,"0","1024","HDD","Intel"," HD Graphics 620","windows",1.9,26037.0
